customer_id;timestamp;total_paid;purchase_count;age;subscription;channel
5118254;1499393412000.0;1013567.0;2;25;Regular;Offline
4328045;1490015163000.0;562153.0;1;56;Regular;
7565454;1504858375000.0;1593250.0;1;43;Premium;
18160963;1488508285000.0;1011986.0;1;28;Premium;
4094372;;558266.0;1;22;Premium;Offline
21291083;1497528156000.0;767020.0;4;54;Regular;Offline
1774199;;744085.0;1;22;Premium;Online
17485812;1492593030000.0;279988.0;1;36;Premium;Offline
104073184;1541824904000.0;1254590.0;1;49;Premium;Offline
7392259;1523588435000.0;2061434.0;1;56;Regular;Online
11739268;;947278.0;1;41;Premium;Offline
13009812;1525387234000.0;1632254.0;1;33;Regular;Offline
13254445;1520562796000.0;233447.0;1;47;Regular;Online
3899256;1510537494000.0;279906.0;1;45;Premium;Offline
26899934;1547024064000.0;1412065.0;1;27;Premium;
20477668;1498890360000.0;662436.0;1;39;Premium;Online
74510138;1541348813000.0;677836.0;1;63;Regular;Offline
14487816;1490836562000.0;1804529.0;8;32;Regular;Online
11555047;1521278768000.0;360394.0;1;58;Regular;Offline
6601748;1524236561000.0;1224464.0;1;34;Premium;
21738392;1497073300000.0;2494965.0;2;19;Regular;Online
61495982;;154664.0;1;58;Premium;
17042525;;1523672.0;1;41;Regular;
46879711;1532420494000.0;606978.0;1;62;Premium;Offline
15777432;1492347361000.0;609640.0;2;50;Regular;Online
7804764;1542598225000.0;625865.0;1;20;Premium;Online
14834664;1493735870000.0;787983.0;12;63;Regular;
119535554;1548724109000.0;1386935.0;1;18;Regular;Online
19796593;1498657660000.0;275086.0;2;56;Regular;Offline
83840883;1532822578000.0;2366155.0;1;26;Premium;Online
27628199;1534657419000.0;3202943.0;2;23;Regular;Online
23567211;1500767297000.0;2715332.0;2;55;Premium;Offline
24179651;1529651846000.0;2748488.0;1;31;Premium;Offline
23565905;;612001.0;1;47;Premium;Online
5658360;;495278.0;1;48;Regular;Offline
24499205;1503033622000.0;981253.0;6;27;Premium;
6227781;1491566482000.0;138497.0;1;50;Premium;
95252547;;973435.0;1;33;Premium;
60082492;1529221967000.0;2260605.0;1;43;Premium;
3790767;1496763761000.0;933539.0;1;35;Premium;
18299608;1515465850000.0;403792.0;4;24;Regular;Online
21910437;;642618.0;1;41;Regular;Online
72609340;;240907.0;1;34;Regular;
6103141;1505817616000.0;736032.0;13;48;Premium;Offline
18318977;1544671208000.0;3659131.0;1;61;Regular;Offline
60397802;1529491039000.0;751967.0;1;43;Premium;Online
11263500;;815834.0;1;57;Regular;Offline
19825054;1496223197000.0;1356125.0;1;19;Regular;
91261969;;1725204.0;1;38;Premium;Offline
19693365;1498238640000.0;1050633.0;2;31;Premium;Offline
56264632;1522829550000.0;1036406.0;2;21;Regular;Online
11749528;1536070712000.0;628136.0;1;47;Premium;Offline
15232459;1506435657000.0;540627.0;1;33;Premium;Online
13360795;1530623740000.0;1260360.0;2;64;Premium;Online
8408726;1497228268000.0;1576098.0;2;41;Regular;Online
33587103;1513872707000.0;1528456.0;2;22;Regular;Offline
16649440;1496483298000.0;1083908.0;1;52;Premium;Offline
5477731;;217028.0;1;18;Premium;Offline
10006055;1516378168000.0;703830.0;1;23;Premium;
5117296;1522279034000.0;312381.0;1;31;Regular;
76021551;1529903019000.0;1009293.0;2;48;Regular;Online
13393466;1510895584000.0;670830.0;19;27;Premium;
22310248;1542866086000.0;470728.0;1;35;Regular;
20079856;1493200165000.0;737254.0;1;65;Regular;
13159783;1497381004000.0;673090.0;21;65;Regular;Online
11001611;;806202.0;1;22;Regular;Online
17459910;1546842729000.0;339382.0;1;26;Premium;
31774601;1520893649000.0;257340.0;1;19;Premium;
6414014;1504665034000.0;621172.0;5;37;Regular;Online
15926904;1495516125000.0;1129531.0;1;19;Premium;
22866329;1499301090000.0;2284796.0;1;21;Premium;
24915943;1504353522000.0;1827661.0;1;39;Regular;Offline
6409094;1500087671000.0;637932.0;4;52;Premium;
3909551;1499650463000.0;973746.0;1;51;Regular;Offline
104441736;;1746722.0;1;39;Regular;Online
5711045;1546656921000.0;893624.0;1;59;Premium;Online
24965979;1507784003000.0;390795.0;1;20;Premium;
21560153;1537358211000.0;815438.0;1;44;Premium;Online
15577901;1499661452000.0;806707.0;14;51;Regular;Offline
59504234;;438177.0;1;24;Premium;Offline
119491220;1548680529000.0;3769371.0;1;55;Regular;
17575232;1497268864000.0;85404.0;1;27;Premium;Offline
19467475;1536125381000.0;1452492.0;1;24;Regular;Offline
4919102;1494315542000.0;852187.0;1;60;Premium;Online
17878261;;247071.0;1;54;Regular;
67144193;1528111130000.0;280921.0;1;60;Regular;Offline
8499023;1516585208000.0;1126469.0;1;40;Premium;
4256903;1513929174000.0;2069180.0;1;62;Premium;
21809052;1503468791000.0;1254426.0;7;61;Regular;
14599343;1545452524000.0;814351.0;1;26;Premium;
16136403;1511315038000.0;880824.0;2;49;Premium;Offline
28732111;;852324.0;1;50;Regular;Online
22806005;1499163997000.0;2023748.0;1;40;Premium;Offline
13820555;1535246385000.0;1695068.0;2;46;Premium;Online
9398691;1499590653000.0;1085461.0;2;39;Premium;Offline
9594893;1537138896000.0;726268.0;2;33;Regular;Offline
8921861;1492421975000.0;992910.0;4;39;Premium;Offline
6884217;1493004885000.0;2803937.0;1;34;Premium;Offline
25795231;;280924.0;1;64;Regular;Offline
20374174;;779841.0;1;62;Regular;
86961651;1534126951000.0;630868.0;1;55;Regular;Offline
87143164;1541338593000.0;941682.0;1;27;Regular;
14582234;1496809154000.0;934865.0;22;29;Premium;
59984245;1524192846000.0;535735.0;2;53;Premium;
15222944;1533386435000.0;2009022.0;1;63;Premium;
4007588;1492622257000.0;1899293.0;3;22;Regular;Offline
3946029;1522245228000.0;2152854.0;2;34;Premium;Offline
22325188;1501687800000.0;758761.0;4;32;Regular;
82916030;1532450756000.0;1115005.0;1;30;Premium;Online
24050490;;712194.0;1;35;Regular;Offline
9572601;1540614613000.0;468132.0;1;36;Regular;Online
19409997;1515778576000.0;1189241.0;6;18;Regular;Offline
10248620;1489479908000.0;551775.0;2;63;Regular;Online
7746693;1547362390000.0;799765.0;1;39;Regular;Online
10925387;1488375147000.0;775192.0;39;42;Premium;Offline
8132083;1490210033000.0;1185571.0;1;41;Premium;Offline
13332446;1535143942000.0;1426853.0;1;20;Premium;Online
19430395;1512303031000.0;1552556.0;1;38;Regular;Offline
23103537;1512705836000.0;550665.0;1;32;Regular;Offline
7627555;1519023026000.0;1126732.0;1;29;Regular;Offline
3981140;1499299946000.0;2048067.0;2;62;Premium;Online
65966611;1526306032000.0;657451.0;1;62;Premium;Online
13991428;1540806380000.0;437243.0;1;21;Regular;
26976022;1508688742000.0;845478.0;4;56;Regular;Online
15479547;1501781078000.0;1124874.0;2;64;Premium;
6001204;1508376013000.0;624131.0;1;22;Regular;Offline
97425097;1548122352000.0;3359592.0;1;63;Premium;Offline
19157645;1503557827000.0;423665.0;1;45;Premium;Offline
37124005;1534563616000.0;328240.0;1;24;Regular;
8353910;1526514393000.0;1087530.0;2;62;Regular;Offline
25458412;1548580026000.0;562604.0;1;54;Regular;Online
23889702;;192765.0;1;59;Premium;
8346914;1500435169000.0;838304.0;8;36;Regular;Offline
22743147;1507784182000.0;560979.0;2;31;Regular;
4404278;1504056304000.0;637804.0;1;45;Premium;
7801176;1525027877000.0;1198926.0;4;32;Premium;Offline
16665692;1541923376000.0;517614.0;1;58;Regular;Online
17232121;1498894005000.0;558885.0;1;52;Premium;Offline
5152825;1513994585000.0;233207.0;1;44;Premium;
35364668;;470856.0;1;34;Regular;Online
44154014;;469131.0;1;65;Premium;
77087761;1530247857000.0;486310.0;2;45;Regular;Offline
189253;1532863481000.0;297317.0;1;57;Regular;Online
11469305;1528450649000.0;847106.0;1;21;Premium;
6453308;1520579913000.0;2448570.0;1;18;Regular;
18520959;1489668387000.0;1728959.0;2;35;Regular;
30835128;1514783469000.0;438684.0;11;61;Premium;
21228293;1543821234000.0;2930668.0;1;34;Premium;
10682881;1489898790000.0;852320.0;4;57;Regular;Offline
7145061;1504793656000.0;1630526.0;2;37;Regular;Online
52373658;1521371659000.0;3135966.0;1;49;Premium;Online
22058687;1499854135000.0;482516.0;1;25;Premium;
6562107;1546257418000.0;1109755.0;1;58;Regular;
107390751;1546594241000.0;228205.0;1;21;Regular;
13864426;1528563395000.0;558197.0;1;40;Regular;Offline
18697481;1489810468000.0;313801.0;4;51;Premium;Online
24592072;;798938.0;1;30;Regular;
21236633;1496891304000.0;1522607.0;1;62;Premium;Offline
45849583;1532313908000.0;845742.0;1;22;Regular;Offline
9862696;1498723440000.0;552913.0;4;61;Premium;Online
5414838;1527058782000.0;261842.0;2;29;Premium;
2512940;1491892724000.0;281264.0;1;52;Regular;
23596918;1521439755000.0;451172.0;1;36;Regular;
2076038;1504425090000.0;249490.0;1;39;Regular;Online
27694777;1513480925000.0;987418.0;4;47;Regular;Offline
82321192;;257569.0;1;33;Regular;
9489804;;3879264.0;1;30;Regular;Offline
11610414;1530943380000.0;684786.0;1;48;Regular;Offline
26024989;1537936363000.0;1160967.0;2;42;Regular;Offline
20936965;1531357626000.0;999640.0;1;47;Regular;Offline
17539926;1499870787000.0;2236836.0;1;59;Regular;Online
19097343;1490800698000.0;1088967.0;1;54;Regular;
18732315;1524224855000.0;1694716.0;1;18;Premium;Offline
25080043;;249978.0;1;25;Premium;
22111284;1529372554000.0;1417596.0;1;61;Regular;Offline
17333620;;1192907.0;1;34;Regular;Offline
13612584;1538363696000.0;146408.0;1;26;Premium;
15056522;;313556.0;1;51;Premium;
17810381;1488362671000.0;1104331.0;6;42;Regular;Online
21968120;1501041411000.0;580512.0;6;51;Premium;
1413899;1491310228000.0;1035202.0;6;44;Regular;Offline
39736083;1545373143000.0;639204.0;2;46;Regular;Offline
27882485;1511522257000.0;765570.0;1;54;Premium;Online
18417103;1489027762000.0;745538.0;1;54;Regular;Online
20409280;1534756546000.0;798514.0;1;18;Premium;
20433131;1514158086000.0;1186453.0;1;57;Premium;
60519812;;565474.0;1;46;Premium;Offline
19242522;;785749.0;1;37;Regular;
11134136;1534915628000.0;1342274.0;2;20;Premium;Online
304271;1505468641000.0;272189.0;1;50;Regular;Offline
16056455;1512043953000.0;704958.0;1;53;Regular;Offline
26044293;1524924294000.0;735953.0;1;50;Premium;Online
8438046;1535256249000.0;667135.0;2;65;Premium;Online
51965788;1528174112000.0;605871.0;3;46;Premium;Offline
13468096;;432469.0;1;46;Regular;
16298169;1528804850000.0;136349.0;1;56;Premium;Online
11124803;1502166217000.0;468719.0;1;55;Regular;
18298861;1488688519000.0;199007.0;1;27;Premium;
35538194;1514674907000.0;431680.0;1;32;Regular;Offline
21118891;;506112.0;1;37;Premium;Offline
111049140;1548136385000.0;1177573.0;1;30;Regular;Offline
86870903;;312460.0;1;58;Premium;
100895134;;783855.0;1;31;Regular;Offline
73463333;1530675649000.0;1030972.0;2;51;Regular;Offline
113586210;1545894260000.0;501732.0;1;24;Premium;
25999959;1542611226000.0;2027490.0;1;40;Regular;
11188697;;4647309.0;1;37;Premium;Online
19394794;1543806523000.0;558407.0;2;25;Regular;
18210794;1521208873000.0;516027.0;4;46;Regular;
23614723;;1196673.0;1;32;Premium;Offline
2573658;1520050335000.0;450956.0;2;57;Premium;
100988265;1541287149000.0;1243650.0;4;42;Regular;
25109995;;438667.0;1;27;Premium;
16119523;1545454394000.0;466741.0;1;48;Regular;Online
20726066;1507183376000.0;962442.0;6;62;Regular;Online
6612952;1524036133000.0;389669.0;1;29;Regular;
20779685;;4136965.0;1;21;Premium;Offline
1496954;1537857425000.0;1882336.0;1;27;Premium;Offline
18386542;1490601257000.0;796498.0;1;37;Regular;Offline
24529397;;344762.0;1;42;Regular;Offline
26077153;1507202773000.0;657863.0;1;42;Premium;
18938499;1490418333000.0;702745.0;2;65;Premium;Online
22987631;1499491825000.0;396119.0;26;54;Premium;Offline
15475932;;962444.0;1;45;Premium;Online
4876373;1532573876000.0;442282.0;1;36;Regular;Online
54513980;;1419551.0;1;59;Premium;
20500793;1528880060000.0;646719.0;2;26;Premium;Offline
3732664;1500464022000.0;870557.0;1;54;Premium;Online
79490652;1531058139000.0;1128875.0;1;27;Regular;
17068462;;1946276.0;1;64;Premium;
15098871;1504195551000.0;429379.0;12;61;Regular;
5824750;1501908003000.0;734834.0;1;24;Premium;Online
39067696;;707358.0;1;30;Premium;
25165348;;644819.0;1;55;Premium;
26835923;1514339169000.0;2237072.0;1;24;Regular;Online
26719674;1541322101000.0;121913.0;1;50;Premium;Online
16489526;1488186369000.0;540166.0;6;51;Regular;Offline
20199272;1493399005000.0;193909.0;4;27;Premium;Offline
4020316;1523719542000.0;2825548.0;1;51;Premium;Offline
24171010;;411607.0;1;44;Premium;Online
5705234;1526016140000.0;2386172.0;1;18;Premium;
35784938;1514944209000.0;213046.0;1;41;Premium;Online
38171121;1518438176000.0;813688.0;3;21;Premium;Offline
95260294;1538097275000.0;870566.0;2;23;Regular;
24832697;1506323427000.0;674509.0;1;43;Regular;Online
7580138;1495310346000.0;406164.0;9;54;Regular;Online
12931440;;569256.0;1;48;Regular;Online
16393089;1490808134000.0;656864.0;8;22;Premium;Online
56981870;1535454400000.0;398938.0;1;40;Regular;
24224543;;344430.0;1;54;Regular;Online
4413696;1500726143000.0;390798.0;12;30;Regular;Online
18348045;1518776263000.0;607831.0;2;44;Premium;Online
9230737;1512007345000.0;295363.0;1;47;Premium;
21980057;1523360080000.0;831269.0;1;37;Regular;Offline
6106192;1520057421000.0;265108.0;1;63;Premium;Offline
4829304;1500038074000.0;782646.0;1;63;Premium;Offline
52413313;1521390511000.0;626332.0;1;29;Regular;Online
18647299;1489666375000.0;370457.0;1;44;Regular;Offline
5572482;;494534.0;1;41;Premium;Online
18693093;1521444438000.0;973168.0;1;51;Regular;Offline
12079080;1528896720000.0;1756486.0;1;21;Premium;
21620330;1528772252000.0;1568751.0;1;62;Regular;Online
66314063;;4083570.0;1;32;Premium;
3623874;1492291370000.0;1635132.0;3;63;Regular;Offline
1535519;1488756071000.0;1167391.0;1;34;Regular;Online
24950258;;727291.0;1;53;Premium;Offline
28602886;1538234798000.0;298604.0;1;40;Regular;Online
19106472;;667150.0;1;54;Premium;Offline
21563609;1500192954000.0;921738.0;4;58;Regular;Online
62533315;1525095200000.0;878091.0;1;59;Premium;
23435621;1510039100000.0;906769.0;1;41;Regular;
25891393;1538970313000.0;273917.0;1;50;Premium;Online
25842284;1506219301000.0;456768.0;2;47;Regular;Offline
22833898;1519126908000.0;234897.0;1;38;Regular;Offline
14733022;;407678.0;1;63;Regular;
66714406;1538880911000.0;470048.0;1;36;Regular;Offline
73675710;;312010.0;1;59;Premium;Offline
100465210;;344344.0;1;37;Regular;
9666725;1538287963000.0;1093211.0;2;33;Premium;Offline
15841509;1493812040000.0;1106383.0;1;28;Regular;
5448832;1527129915000.0;390256.0;3;33;Premium;Online
46344974;;231872.0;1;45;Premium;
21701633;;286730.0;1;29;Regular;Offline
18679759;;1656332.0;1;36;Regular;Offline
13974536;;594235.0;1;19;Regular;
6804619;1510890512000.0;1195931.0;4;37;Premium;Offline
7923944;1520780522000.0;1177086.0;1;59;Premium;Offline
90700741;1535723540000.0;1066769.0;1;20;Regular;Offline
6751200;1527045605000.0;619150.0;2;30;Premium;Offline
97048932;1538621376000.0;251144.0;1;59;Premium;Offline
18315515;1495802821000.0;292460.0;1;29;Regular;
75438018;1529732197000.0;583331.0;1;27;Premium;Online
56622347;1533609159000.0;505281.0;2;63;Premium;Online
4069222;1526043341000.0;705539.0;1;57;Premium;Offline
22579204;1498829034000.0;871960.0;5;44;Regular;Offline
55853664;1536630603000.0;360850.0;1;38;Premium;Online
15222470;1499828520000.0;1607459.0;2;51;Premium;
32395944;1520045831000.0;561048.0;3;30;Regular;Online
8805344;;741381.0;1;21;Premium;
26496955;1509963486000.0;417749.0;2;37;Premium;Offline
10899116;1519522897000.0;2214168.0;1;34;Regular;Offline
5155144;1525834614000.0;632847.0;2;50;Premium;Offline
57879907;;367125.0;1;54;Premium;Online
12744227;;501492.0;1;22;Premium;Offline
23854771;1505215471000.0;631392.0;1;20;Regular;Online
14793091;1533091692000.0;2172106.0;1;57;Regular;Online
25464310;;254519.0;1;51;Premium;Online
10825168;1530281619000.0;2053732.0;2;54;Regular;Offline
8416132;1518145398000.0;564740.0;1;64;Premium;
4530134;1517035122000.0;1426106.0;6;55;Regular;Online
10368175;1512563865000.0;371909.0;2;50;Regular;
73791685;1529223171000.0;634733.0;1;33;Premium;Offline
22709822;1536117736000.0;100980.0;1;64;Premium;Online
14324949;1519245070000.0;2314941.0;4;21;Premium;Online
15905042;1491832015000.0;1090843.0;4;18;Regular;
23793618;;1410691.0;1;29;Premium;Offline
96153452;1538219701000.0;502410.0;1;58;Premium;
67500782;1529546768000.0;452060.0;4;65;Premium;Offline
80754120;1533473853000.0;565594.0;3;63;Premium;
21914068;;814392.0;1;39;Premium;Online
18160974;1496985807000.0;697926.0;6;60;Regular;Online
3625271;1520244894000.0;1221528.0;1;31;Regular;Online
18331249;1500076346000.0;4753508.0;2;43;Premium;Online
55516040;;971396.0;1;53;Regular;Online
26642597;1546191867000.0;2994890.0;1;27;Premium;Online
19923885;;317464.0;1;23;Regular;Offline
8279591;1492877396000.0;826380.0;32;37;Premium;
12802041;1502529701000.0;992273.0;6;43;Premium;Offline
21847839;;1706767.0;1;25;Regular;Offline
22819450;1500532607000.0;500630.0;2;46;Premium;
7858824;1539157431000.0;878974.0;1;37;Regular;Online
22707528;1521021738000.0;650269.0;3;37;Regular;Offline
63461412;1533619452000.0;391885.0;1;27;Premium;Online
18565034;1527076048000.0;525576.0;1;38;Regular;
22360363;;1049333.0;1;63;Regular;Online
41321712;1529301618000.0;1626106.0;1;43;Premium;
7283602;1517722546000.0;391110.0;1;45;Regular;Online
85710342;;327119.0;1;27;Premium;Offline
63624939;1534604823000.0;813530.0;2;43;Regular;
29460126;1528444634000.0;1736814.0;1;27;Regular;
18815070;1490175423000.0;583646.0;4;46;Premium;
13714276;1521288197000.0;381667.0;4;50;Regular;Online
23637837;;751770.0;1;57;Regular;Offline
117384225;1547818695000.0;130844.0;1;35;Premium;
3793386;1507340970000.0;1990735.0;3;50;Regular;Offline
16457271;1493363919000.0;683988.0;2;47;Regular;
20449492;1493974983000.0;765879.0;10;40;Premium;Offline
5850454;1511277383000.0;1632910.0;1;21;Premium;Offline
21603792;;124065.0;1;63;Premium;Offline
47177908;1541724323000.0;851855.0;1;56;Premium;Offline
41577913;1528886013000.0;1222632.0;1;20;Premium;
19353656;;1577929.0;1;33;Regular;Offline
3679508;1496137416000.0;895666.0;2;31;Regular;Offline
24610879;1510532687000.0;1321556.0;5;59;Regular;Online
65283524;1528182601000.0;788013.0;2;40;Premium;
13541182;1538828381000.0;705182.0;6;46;Regular;
5474679;;4191670.0;1;50;Regular;
3943626;1489509900000.0;837854.0;6;54;Regular;
5441115;1520724197000.0;3204088.0;1;45;Regular;
17548264;1535110641000.0;1820897.0;1;52;Regular;
8673277;1490779132000.0;1684577.0;3;28;Regular;Online
20988376;;363313.0;1;60;Regular;
5522442;;800281.0;1;50;Regular;Offline
117613016;1547732289000.0;265110.0;1;54;Premium;Offline
9176895;1518793497000.0;1282431.0;2;21;Regular;
65925449;1526294426000.0;328438.0;1;26;Premium;
15851559;1488859532000.0;1800854.0;10;63;Premium;Offline
23420211;1501223730000.0;690395.0;4;48;Regular;Offline
7278479;1496743513000.0;458927.0;3;64;Premium;Offline
8063708;;690557.0;1;55;Premium;Online
29250502;1544632912000.0;701318.0;1;60;Regular;Offline
7561208;;785342.0;1;63;Premium;Offline
7271641;1513837686000.0;1177788.0;1;64;Regular;
12877368;1530007448000.0;632511.0;4;52;Premium;Offline
25662146;1508755562000.0;1110295.0;1;26;Regular;Online
107469114;1543313355000.0;1130466.0;1;42;Regular;Online
9513964;1488592393000.0;503013.0;1;53;Premium;
9137728;1501303603000.0;1254626.0;4;31;Premium;Online
67770393;;277503.0;1;43;Regular;
13359231;1492308371000.0;581844.0;7;25;Premium;Online
18639612;;243106.0;1;44;Regular;
14073361;1530711589000.0;524885.0;2;65;Regular;Offline
67124067;;469916.0;1;18;Premium;
66479110;1526522809000.0;398613.0;1;50;Premium;Offline
14834889;;2117964.0;1;60;Regular;
15154339;1491976315000.0;1078279.0;4;53;Regular;
23410323;1500381447000.0;249183.0;1;57;Regular;
27247203;;549700.0;1;42;Premium;
24297388;1518783350000.0;725512.0;1;59;Regular;Offline
11662753;1510048168000.0;3158763.0;2;50;Regular;
19647474;1535199024000.0;906227.0;1;46;Regular;Offline
24734864;1503627434000.0;352276.0;8;60;Premium;Online
4884177;1523820484000.0;974416.0;1;59;Regular;Online
10160196;1495603689000.0;764299.0;12;30;Premium;Online
797915;1525501933000.0;462454.0;5;50;Regular;Online
11456177;;611769.0;1;22;Premium;Offline
3799462;1496046167000.0;2873894.0;1;62;Premium;Offline
5954355;1503424230000.0;1448871.0;2;32;Regular;
8543526;1504424849000.0;129783.0;5;22;Premium;Offline
19628845;;1329048.0;1;63;Premium;Online
19373751;1547524331000.0;1165828.0;1;27;Regular;Online
24976138;;572725.0;1;32;Premium;
18939050;1490423010000.0;3171465.0;6;53;Regular;Offline
56527853;1527825964000.0;1570755.0;1;63;Premium;Offline
44744506;;781582.0;1;39;Premium;Online
22593579;1547735899000.0;3460652.0;1;58;Regular;Online
86911408;1543034218000.0;416395.0;1;37;Regular;Online
5024822;1498996364000.0;1371592.0;1;34;Regular;Offline
28097299;1517035846000.0;2063139.0;3;51;Regular;Offline
22047611;;956608.0;1;65;Regular;
63966855;;350932.0;1;31;Regular;Online
5344604;1511431680000.0;1333806.0;1;54;Premium;Online
4887112;;1016011.0;1;61;Premium;
12864501;;995833.0;1;28;Premium;Online
23752051;1501205919000.0;983041.0;4;38;Premium;Online
89496674;;1947125.0;1;65;Premium;Offline
15181881;1528282929000.0;348863.0;1;18;Premium;Online
19121124;1526535442000.0;625862.0;1;56;Premium;Offline
14353372;1527465469000.0;387285.0;4;58;Regular;Offline
8435435;1503715191000.0;1511478.0;1;53;Regular;Online
